QB,RB,RB,WR,WR,WR,TE,WR,DST
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Larry Fitzgerald","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Larry Fitzgerald","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Brandon Marshall","Nelson Agholor","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Dez Bryant","Nelson Agholor","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Julio Jones","Nelson Agholor","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Keenan Allen","Nelson Agholor","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Allen Robinson","Brandon Marshall","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Amari Cooper","Calvin Johnson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Amari Cooper","Calvin Johnson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Amari Cooper","Calvin Johnson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Davante Adams","Dez Bryant","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Amari Cooper","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Golden Tate","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Brandon Marshall","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Jeremy Maclin","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Brandon Marshall","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Jarvis Landry","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","John Brown","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Calvin Johnson","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Calvin Johnson","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Dez Bryant","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Julio Jones","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Amari Cooper","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","John Brown","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","John Brown","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Calvin Johnson","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Demaryius Thomas","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Dez Bryant","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Dez Bryant","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Brandon Marshall","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Jarvis Landry","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Jordan Matthews","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Julio Jones","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Julio Jones","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Allen Robinson","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Amari Cooper","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Golden Tate","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Jarvis Landry","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Jordan Matthews","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Marques Colston","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Larry Fitzgerald","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Larry Fitzgerald","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Davante Adams","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Demaryius Thomas","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","DeVante Parker","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","DeVante Parker","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Brandon Marshall","Demaryius Thomas","Martellus Bennett","DeVante Parker","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","DeVante Parker","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","DeVante Parker","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Latavius Murray","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Doug Martin","Latavius Murray","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Brandon Marshall","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","DeVante Parker","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","DeVante Parker","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","DeVante Parker","Martellus Bennett","Dez Bryant","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Allen Robinson","Brandon Marshall","Martellus Bennett","Golden Tate","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Golden Tate","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Golden Tate","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Golden Tate","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Allen Robinson","Demaryius Thomas","Martellus Bennett","Golden Tate","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Allen Robinson","Demaryius Thomas","Martellus Bennett","Golden Tate","Indianapolis Colts"
